start,end,today,Consentimiento Informado,FECHA DE DILIGENCIAMIENTO,Departamento,La información que compartas en este instrumento es anónima y sólo será usada para fines investigativos.,Nombre del Centro de Desarrollo Infantil.,NOMBRE DEL CENTRO EDUCATIVO2,NOMBRE DEL CENTRO EDUCATIVO3,NOMBRE DEL CENTRO EDUCATIVO4,"1. Narra una historia relacionada con una situación significativa para ti (positiva, negativa, interesante o mixta), que hayas vivido o que estés viviendo como agente educativo en el centro infantil. ",Ponle un hashtag (#) o un título a tu historia:,La historia que contaste te genera,¿Con qué frecuencia sucede la situación que narraste en la historia? ,"En general, mi experiencia se relaciona con...","En general, mi experiencia se relaciona con.../La apropiación y uso de herramientas tecnológicas.","En general, mi experiencia se relaciona con.../Las formas como están organizadas las rutinas diarias.","En general, mi experiencia se relaciona con.../La vinculación de las familias a las propuestas del Centro de Desarrollo Infantil.","En general, mi experiencia se relaciona con.../Los momentos de alimentación de las niñas y los niños.","En general, mi experiencia se relaciona con.../El desempeño de los docentes y sus prácticas.","En general, mi experiencia se relaciona con.../La disposición intencionada de los espacios y ambientes.","En general, mi experiencia se relaciona con.../La calidad de las interacciones entre los actores.","En general, mi experiencia se relaciona con.../El acompañamiento a las transiciones de las niñas y los niños.","En general, mi experiencia se relaciona con.../La documentación de las experiencias realizadas en el Centro de Desarrollo Infantil.","En general, mi experiencia se relaciona con.../El trabajo colaborativo entre las y los Agentes Educativos.","En general, mi experiencia se relaciona con.../Otro",¿Cuál es el actor principal de tu historia?,"Si en la anterior pregunta tu respuesta fue ""Otro"", escribe cuál","Mientras escribías la historia, sentiste que","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades manuales: tejer, sembrar, cocinar.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.","De las siguientes habilidades, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución/Ninguna de las anteriores","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución ","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Trabajo Colaborativo.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Sostenibilidad.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Pensamiento Crítico.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Resolución de problemas.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Manejo de herramientas tecnológicas.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Manejo de la Información y Comunicación.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Creatividad e Innovación.","De las siguientes competencias del Siglo XXI, elige cuáles tienes tú que ayudan a fortalecer la situación que narraste en la historia o contribuyen a una posible solución /Vida y Carrera.","De acuerdo con la historia que contaste, cuál fue tu rol como agente educativo/a.",_id,_uuid,_submission_time,_validation_status,_index
2020-10-23T15:30:49.912-05:00,2020-10-23T15:59:21.766-05:00,2020-10-22,Sí,2020-10-23,Antioquia,,CI COLEGIO LUZ DE ORIENTE,,,,"En una pequeña aldea, donde Vivian personas que habían llegado de otros lugares por diversas situaciones y decidieron quedarse allí a formar su hogar, había un líder, este era una persona que gestionaba recursos de todo tipo tanto económicos, como de salud y educación. Él todo motivado llegaba donde las familias y le informaba todo lo que había alcanzado para ellos, pero ellos solo les importaba lo económico, como era el caso de la comida, porque lo que era la salud y la educación hacían caso omiso. Esto sucedía cada vez con más frecuencia y con casi todas las familias que deseaba ayudar. Cierto día estando sentado pensando y muy decepcionado, se le hacer una bella dama y le dice, recuerda que así quieras ver el progreso de todos, cada uno es dueño se sus tomar sus propias decisiones, por lo que te invito a seguir adelante con tus proyecto de ayudar pero sin sentirte responsable de nadie, el hombre se quedó pensando en lo que le dijo aquella bella mujer y a partir de ese día, ayudó a todos como siempre lo venía realizando pero priorizo a quienes de verdad sabía que podía rescatar, permitiendo con esto que quienes no mostraban interés se dieran cuenta que quien trabajaba por estar mejor, tenía grandes posibilidades para avanzar y para estar estables. De esta manera se finaliza la historia y claro está el hombre líder de la aldea siempre continuó con su labor.",#La misión de ayudar.,Orgullo,Todo el tiempo,El desempeño de los agentes educativos y sus prácticas,0,0,0,0,1,0,0,0,0,0,0,Agentes educativos,Las TIC.,Me dio curiosidad e inventé la historia,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Trabajo Colaborativo,1,0,0,0,0,0,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,131499223,cf49bd64-7af9-41f3-a66c-404d3b076338,2020-10-23T20:59:22,,237
2020-10-23T08:32:44.561-05:00,2020-10-23T08:39:29.690-05:00,2020-10-22,Sí,2020-10-23,Antioquia,,CI COLEGIO LUZ DE ORIENTE,,,,"Este 2020 fue año atípico, lo cual debimos superar demasiados obstáculos, todos estos obstáculos se veían como una utopía, pero era necesario calmarse generar una hoja de ruta para así lograr todo lo propuesto y requerido por las obligaciones laborales, todo esto hace referencia a que debemos ser mejores personas para no cargar a las demás personas, ya que todos tenemos nuestra propia cruz. En resumidas palabras el 2020 nos dejo una gran enseñanza, somos una parte inferior que a pesar de todo lo que se nos presente sabremos buscar la mejor salida, tanto como personas como sociedad. Pero eso no es todo también vimos la peor parte de la humanidad, sin querer ayudar al prójimo que lo necesita.",#2020ungranreto,Motivación,De vez en cuando,La forma como están organizadas las rutinas diarias,0,1,0,0,0,0,0,0,0,0,0,Otro,Mi propia persona,Reflexioné y aprendí algo nuevo,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Trabajo Colaborativo Pensamiento Crítico Resolución de problemas,1,0,1,1,0,0,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,131313465,47653c20-9455-420d-8420-c763e2ffcb61,2020-10-23T13:39:30,,228
2020-10-21T16:42:26.667-05:00,2020-10-21T16:49:34.869-05:00,2020-10-20,Sí,2020-10-21,Antioquia,,CI COMUNIQUEMONOS SOL SOLECITO,,,,"La mayoría de los niños y niñas son felices con la idea de ir a la escuela el próximo año, demuestran entusiasmo imaginando que útiles escolares van a llevar, dibujan la escuela su lonchera, el uniforme y zapatos que pondrán.",Voy para la escuela grande,Alegría,Todo el tiempo,El acompañamiento a las transiciones de las niñas y los niños,0,0,0,0,0,0,0,1,0,0,0,Niños/niñas,N A,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Resolución de problemas,0,0,0,1,0,0,0,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,130684378,5d0aff43-fb13-4862-8390-1615e7c4073b,2020-10-21T21:49:36,,187
2020-10-19T22:05:26.078-05:00,2020-10-19T22:19:19.602-05:00,2020-10-18,Sí,2020-10-19,Antioquia,,CI COMUNIQUEMONOS SOL SOLECITO,,,,"Las experiencias del componente de nutrición buscar desarrollar en los niños la creatividad, la unión familiar y también promover una dieta saludable, incluyendo todos los grupos de alimentos. En la última se utilizaron los ingredientes del paquete alimentario y se realizó un oso que incluyó lentejas, huevo, arroz y verduras, todos los niños realizaron motivados la actividad y disfrutaron de un plato creativo",#lasexperiencias,Motivación,De vez en cuando,La vinculación de las familias a las propuestas del centro infantil Los momentos de alimentación de las niñas y los niños,0,0,1,1,0,0,0,0,0,0,0,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,0,1,0,1,0,Creatividad e Innovación,0,0,0,0,0,0,1,0,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,130046207,04959623-9c4a-43ae-8fae-caa312bd05a4,2020-10-20T03:19:21,,163
2020-10-29T14:53:43.312-05:00,2020-10-29T14:59:18.222-05:00,2020-10-28,Sí,2020-10-29,Antioquia,,CI COMUNIQUEMONOS SOL SOLECITO,,,,Los niños y niñas del centro infantil sol solecito son muy exploradores donde siempre cuando llegas te cantan una canción de bienvenida y eso te alegra el día como agente educativo y como persona por qué verles la cara de alegria cuando cantan es muy emocionante,Niños y niñas felices,Alegría,Todo el tiempo,La forma como están organizadas las rutinas diarias,0,1,0,0,0,0,0,0,0,0,0,Niños/niñas,Niños y niñas felices,Fui muy honesto y conté lo que me pasó,"Habilidades artísticas: bailar, cantar, actuar/representar, dibujar/pintar, tocar instrumentos, modelar, jugar.",1,0,0,0,0,0,Creatividad e Innovación,0,0,0,0,0,0,1,0,Potenciar el desarrollo de los niños y las niñas.,133556191,9f39a5c3-1091-42b9-8316-dfc9387a9f19,2020-10-29T19:59:19,,289
2020-10-23T07:15:59.739-05:00,2020-10-23T07:21:16.419-05:00,2020-10-22,Sí,2020-10-23,Antioquia,,CI COMUNIQUEMONOS SOL SOLECITO,,,,"Para mi rol como psicosocial es bastante significativo ver, que a pesar de la NO presencialidad, los agentes educativos (todos) han buscado de mi apoyo en sus dificultades laborales, familiares, problemas de comunicación con su equipo y cómo ello deteriora la motivación. Para mi es valioso poder aportar a la sana convivencia, a la escucha y apoyo de mi equipo de trabajo, y que ellos sientan que siempre estoy en disposición de seguirlo haciendo.",Amor por lo que se hace,Tranquilidad,Todo el tiempo,La calidad de las interacciones entre los actores,0,0,0,0,0,0,1,0,0,0,0,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,1,1,0,1,0,Pensamiento Crítico Resolución de problemas Manejo de la Información y Comunicación,0,0,1,1,0,1,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,131283065,dedcb5b2-d210-4ffa-890a-a0afa06e4f7e,2020-10-23T12:21:16,,225
2020-10-21T13:58:19.558-05:00,2020-10-21T14:08:02.541-05:00,2020-10-20,Sí,2020-10-21,Antioquia,,CI COR JESUS AMIGO EL DIAMANTE,,,,"desde que iniciocontingencia una de las situaciones que se visibilizaron era la calidad de vida de los niños y niñas en espaecial una de una madre con alto consumo de sustancias, sin hacer ninguna experiencia y siempre hablando de su enfermedad, solo hasta hace poco salió lo del consumo y su hospitalización por psicosis esquizoide, el niño esta con una tia, que acompaña, y ese dia nos enteramos que tenia tres hijos mas, por los cuales no hace nada y los entrega, y los niega, se encuentran en proceso de restablecimiento de derechos. Considero que los niños y niñas viven situaciones muy duras y fuertes que son sobrevivientes y valientes",#niñovaliente,Tristeza,De vez en cuando,La vinculación de las familias a las propuestas del centro infantil,0,0,1,0,0,0,0,0,0,0,0,Familias y otras personas significativas,,Fui muy honesto y conté lo que me pasó,"Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,0,0,0,1,0,Trabajo Colaborativo Sostenibilidad Pensamiento Crítico Resolución de problemas Vida y Carrera,1,1,1,1,0,0,0,1,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,130648606,c2abc34b-d7a7-4ed6-bfc7-3a323641bce2,2020-10-21T19:08:00,,184
2020-10-21T05:18:22.495-05:00,2020-10-21T05:22:48.647-05:00,2020-10-20,Sí,2020-10-21,Antioquia,,CI COR JESUS AMIGO EL DIAMANTE,,,,"Durante esta cuarentena aprendi una estrategia para enseñar a leer a los niños de 5 años,me parecio novedosa y que los ayuda a ir de lo concreto y lo abstracto lo curioso es que ya existia pero en la universidad no la enseñaron.",Descubriendo un nuevo metodo,Motivación,Única vez,La disposición intencionada de los espacios y ambientes El acompañamiento a las transiciones de las niñas y los niños,0,0,0,0,0,1,0,1,0,0,0,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Manejo de la Información y Comunicación Creatividad e Innovación,0,0,0,0,0,1,1,0,Potenciar el desarrollo de los niños y las niñas.,130454402,778c7f1c-6eeb-44d2-8fc5-086be9ab0e16,2020-10-21T10:22:26,,181
2020-10-19T21:41:02.544-05:00,2020-10-19T21:56:35.347-05:00,2020-10-18,Sí,2020-10-19,Antioquia,,CI COR JESUS AMIGO EL DIAMANTE,,,,"En el mes de septiembre, en el equipo de trabajo jugamos el Amigo secreto, para mi fue muy significativo, porque el distanciamiento social nos a separado mucho y por medio de esta experiencia pudimos compartir mensajes secretos, dar pistas, hacer bromas, luego en una entrega de paquetes a las familias, nos reunimos teniendo todas las medidas de seguridad a descubrir el Amigo secreto, inicialmente compartimos una hamburguesa con gaseosa, aunque yo no me la comí, disfrute mucho el hecho de ver como saboreaban y se deleitaba con ella, luego fue el turno del descubrimiento, inicié yo, la dinámica era decir algo especial de esa persona y ella debía descubrir si ese mensaje era para ella o no, así transcurrió hasta terminar, todos mostramos los regalos, nos reímos  hicimos chistes y disfrutamos como nunca, en lo personal siento que ha sido una de las mejores cosas que me han pasado este año. El hecho de estar y ver feliz a mi equipo de trabajo me llena el corazón de emoción, el reencuentro fue mágico. Ojalá se vuelva a repetir para compartir espacios distintos al laboral, donde todos actuamos con confianza, tranquilidad y sobre todo reconocer que somos personas y necesitamos divertirnos también.",#amigosecretoenmascarado,Alegría,De vez en cuando,La calidad de las interacciones entre los actores,0,0,0,0,0,0,1,0,0,0,0,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,1,1,0,0,0,Trabajo Colaborativo Manejo de la Información y Comunicación Creatividad e Innovación,1,0,0,0,0,1,1,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,130044387,4377072c-1b04-4963-bd26-fa81ed9628f4,2020-10-20T02:53:40,,159
2020-10-20T10:06:07.440-05:00,2020-10-20T10:27:36.802-05:00,2020-10-19,Sí,2020-10-20,Antioquia,,CI COR JESUS AMIGO EL DIAMANTE,,,,"Inicia el año 2020 con un desafío desde lo profesional, cambio de sede y responsabilidades ¡No puede ser, no voy a ser capaz! fue lo primero que paso por mi mente, no conforme con esto, el destino manda otra prueba más, trabajar desde casa ¿Cómo así?. A estas alturas el año no ""pintaba"" nada bien, no me considero muy extrovertida y el solo hecho de pensar que la mayor parte de mi año la pasaría ante una cámara me daba temor. Empiezo un proceso de reconocimiento de mis habilidades personales y laborales y con esto mi día a día se volvió mas sencillo, organice mis metas y prioridades y le saque provecho a la disciplina que siempre me ha caracterizado y hoy, a pocos meses de terminarse el año, evalúo esta etapa como la oportunidad mas bonita de auto reconocimiento que he tenido, mi tiempo laboral en casa, me permitió ser mas empática y tomar las cosas con calma, pues hoy pienso que de haber continuado en la presencialidad, mis decisiones laborales serían otras.","Quédate en casa, tómalo con calma.",Tranquilidad,Única vez,La apropiación y uso de herramientas tecnológicas  La forma como están organizadas las rutinas diarias,1,1,0,0,0,0,0,0,0,0,0,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,1,1,0,0,0,Trabajo Colaborativo Vida y Carrera,1,0,0,0,0,0,0,1,"Fortalecerme como agente educativo para alcanzar mis proyectos personales, familiares y profesionales.",130246010,a61d3ad9-d69d-43d5-ba91-3c5aa309c727,2020-10-20T15:27:38,,167
2020-10-23T08:22:32.249-05:00,2020-10-23T08:33:14.127-05:00,2020-10-22,Sí,2020-10-23,Antioquia,,CI COR JESUS AMIGO EL DIAMANTE,,,,"A las 5:30 AM comienza un día de entrega de paquetes alimentarios, ella se organiza para salir desde su casa en un recorrido aproximado de una hora, al llegar al centro infantil saludos con euforia y cariño desde lejos todas sus compañeras , es difícil no poder dar un abrazo fuerte. A las 7:00 AM comienzan a llegar las familias por su paquete alimentario y su kit de experiencias, le llama la atención una familia humilde y gentil que entrega a una agente educativa un yogurt artesanal hecho con sus propias manos y como muestra de agradecimiento. Al pasar la mañana y con la llegada de la hora de almuerzo , varias profes comparten el momento de almuerzo entre risas e historias , no hay nada mejor que este momento, pasadas las 3:00 pm, ya todas muy cansadas llega la última familia, de nuevo se vive un gran momento por haber finalizado las entregas con éxito,más adelante llega el momento de organizar , siempre entre historias y risas, esos momentos ella los disfruta demasiado, pero como nada dura para siempre, a las 4:00 pm sale para su casa, cansada pero con la satisfacción del deber cumplido.",#Volveremos,Alegría,De vez en cuando,La calidad de las interacciones entre los actores,0,0,0,0,0,0,1,0,0,0,0,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,0,1,0,0,0,Trabajo Colaborativo Resolución de problemas Vida y Carrera,1,0,0,1,0,0,0,1,"Fortalecerme como agente educativo para alcanzar mis proyectos personales, familiares y profesionales.",131311046,69daeb38-b3a9-446b-87de-714c51ea9a94,2020-10-23T13:33:24,,227
2020-10-19T20:02:25.008-05:00,2020-10-19T20:10:00.962-05:00,2020-10-18,Sí,2020-10-19,Antioquia,,CI COR JESUS AMIGO EL DIAMANTE,,,,"Durante el período de pandemia provocado por el virus COVID 19, los procesos se han transformado significativamente y he tenido oportunidad de acceder de manera directa al manejo de las redes sociales, todo se ha vuelto virtual y ello ha provocado en mi el encierro en casa, indisponiendome significstivamente para salir a la calle, con un sentimiento de inseguridad, temor y angustia. Prefiero quedarme seguro en mi hogar que arriesgarme a vivir posibles situaciones conflicto fuera de el.",#QUEDATEENCASA,Impotencia ,De vez en cuando,La forma como están organizadas las rutinas diarias,0,1,0,0,0,0,0,0,0,0,0,Otro,Sociedad,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,1,0,0,1,0,Pensamiento Crítico Resolución de problemas Manejo de la Información y Comunicación Vida y Carrera,0,0,1,1,0,1,0,1,"Fortalecerme como agente educativo para alcanzar mis proyectos personales, familiares y profesionales.",130037046,4d931cdb-5437-45a4-8cd5-3d8229a5adaa,2020-10-20T01:10:11,,156
2020-10-20T07:25:55.304-05:00,2020-10-20T07:29:45.261-05:00,2020-10-19,Sí,2020-10-20,Antioquia,,CI COR JESUS AMIGO EL DIAMANTE,,,,"Está época de contingencia, ha sido un momento de cambio y transformación en nuestras vidas. Es así, que Susana es madre de tres niños y al igual que el padre pierden su empleo al iniciar la cuarentena….muy triste y sin saber que hacer, expresa su situación, sin nada que comer, sin dinero para suplir sus necesidades ( arriendo, servicios y alimentación). Me puse muy triste al escuchar dicha situación, al saber que los niños y las niñas no estaban recibiendo una buena alimentación, por la situación de sus padres. Decidí entonces escalar la situación a otras personas, donde logramos gestionar desde la corporación una ayuda alimentaria. Al tenerlo listo, llamamos a la madre y le solicitamos que nos verifique la dirección, al llegar hasta su hogar y le realizan la entrega de un paquete con muchos alimentos, la madre de inmediato lloro , pero los niños y las niñas sacaban los alimentos con mucha felicidad y emoción….la madre nos agradece, por el detalle de generosidad que tuvimos con ella y nosotros nos sentimos felices al saber que está familia iba a suplir un poco su alimentación….. aún recuerdo los gestos de felicidad de los niños y las niñas….","Un gesto de ayuda, de tu parte hace feliz a otros",Tristeza,De vez en cuando,Los momentos de alimentación de las niñas y los niños El desempeño de los agentes educativos y sus prácticas El trabajo colaborativo entre los agentes educativos ,0,0,0,1,1,0,0,0,0,1,0,Familias y otras personas significativas,,Reflexioné y aprendí algo nuevo,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Trabajo Colaborativo Sostenibilidad Resolución de problemas Vida y Carrera,1,1,0,1,0,0,0,1,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,130171990,30c2b893-55b5-4645-8905-fdaf91b3bd53,2020-10-20T12:29:46,,165
2020-10-26T13:09:55.942-05:00,2020-10-26T13:17:02.808-05:00,2020-10-25,Sí,2020-10-26,Antioquia,,CI COR JESUS AMIGO EL DIAMANTE,,,,"Ingresé en el mes de octubre al equipo de trabajo, estoy en proceso de adaptación y de conocimiento del entorno laboral. La acogida por parte de los compañeros ha sido fraternal, me han acompañado en todos y cada uno de los procesos que debo llevar como agente educativa psicosocial. Lo significativo ha sido encontrarme con personas altamente capacitadas para realizar todas las actividades que corresponden al programa y la disponibilidad de servicio a la comunidad.",#entrequedando,Motivación,Única vez,El trabajo colaborativo entre los agentes educativos ,0,0,0,0,0,0,0,0,0,1,0,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender.",0,1,0,0,0,0,Trabajo Colaborativo Pensamiento Crítico Resolución de problemas Manejo de la Información y Comunicación Vida y Carrera,1,0,1,1,0,1,0,1,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,132402958,346e6132-a6f9-411d-b878-31d6c7404edd,2020-10-26T18:17:01,,250
2020-10-21T10:21:55.664-05:00,2020-10-21T10:57:45.230-05:00,2020-10-20,Sí,2020-10-21,Antioquia,,CI DAME LA MANO,,,,"Cuando inicio  este proceso en fortalecimiento todo se convirtió en un reto es decir el solo hecho de identificar las  necesidades  de tu  equipo y dar a  conocer las intimidades  de lo que sucedía en esas relaciones resultaba una situación un poco angustiante  ; sin embargo, noté que realmente eran personas con la capacidad de ayudarnos a eliminar esas brechas y fortalecer el proceso y siento que ha sido así, eso lo note el día que  realizamos el primer encuentro del equipo de vivamos el reto, cuando cada una de las personas del equipo dinamizador realizo su explicación de porque era importante este proceso y en que nos había fortalecido escuchar a la psicosocial manifestar por ejemplo “ yo en este momento siento que tenemos una mejor comunicación como equipo”, “ las agentes educativas manifestar “ Que ustedes se hagan más parte del equipo es muy importante porque no solo sabemos que las tenemos a ustedes para cumplir con los requerimientos de un programa sino por el bienestar de todos los de la Sede Dame La Mano” en ese momento recordé las acciones que habíamos realizado para fortalecer la comunicación y aunque es un proceso incipiente aún, el solo hecho por ejemplo de que todas seamos parte del mismo grupo de WhatsApp, donde no  solo se comparten cosas laborales si  comentarios graciosos, mensajes emotivos entre otros ha permitido afianzar un poco más los lazos y la unión del equipo, además que nos permite identificar todos los procesos y tomas soluciones conjuntas. Desde ese momento me propuse a cumplir con todo lo que nos habíamos propuesto en el reto. Para  ello, realizamos un cronograma además  mantenemos una observación  intencionada y dispuesta a las necesidades, intereses de las agentes educativas y de todo el equipo, implementamos  dinámicas grupales, los minutos del corazón, donde interactuamos  y nos damos muestras de afecto a través de la expresión de palabras y acciones positivas, de modo que nadie se sienta excluido, implementamos las demás estrategias de reconocimiento para que todos se sientan valiosos  en eso es  lo que se enfatiza, haciendo que se eleve su autoestima y se sientan valoradas.",#Momentos mágicos del trabajo en equipo,Motivación,De vez en cuando,El desempeño de los agentes educativos y sus prácticas El trabajo colaborativo entre los agentes educativos ,0,0,0,0,1,0,0,0,0,1,0,Agentes educativos,,Fui muy honesto y conté lo que me pasó,"Habilidades comunicativas: contar historias, argumentar, conversar, exponer ideas, escribir textos, leer y comprender. Habilidades socioemocionales:  meditar, acompañar y guiar, sentido del humor, incentivar y motivar, compartir y ser solidario, auto-regulación.",0,1,1,0,0,0,Trabajo Colaborativo Pensamiento Crítico Resolución de problemas Manejo de la Información y Comunicación,1,0,1,1,0,1,0,0,Solucionar la situación poniendo en práctica mis conocimientos profesionales y personales.,130590577,b99854d1-7584-4944-87f2-33717ebad47c,2020-10-21T15:57:50,,182
2020-10-22T12:35:31.158-05:00,2020-10-22T12:55:22.754-05:00,2020-10-21,Sí,2020-10-22,Antioquia,,CI DAME LA MANO,,,,"Durante este año, el seguimiento nutricional de los niños y niñas con desnutrición, se realizó de forma telefónica, lo que dificultó su vigilancia, sin embargo, las familias se mostraron comprometidas logrando que éstos no desmejoraran su estado nutricional.",#seguimiento_nutricional,Motivación,Todo el tiempo,La vinculación de las familias a las propuestas del centro infantil Los momentos de alimentación de las niñas y los niños,0,0,1,1,0,0,0,0,0,0,0,Familias y otras personas significativas,,Me confundí y no sabía qué contar,"Habilidades socio-ambientales: cuidado de sí mismo, de otros y de la naturaleza.",0,0,0,0,1,0,Trabajo Colaborativo Resolución de problemas Manejo de la Información y Comunicación Vida y Carrera,1,0,0,1,0,1,0,1,Acompañar a las familias para que apoyen el desarrollo de sus hijos.,131026219,abec080f-f62c-46c6-bdb2-6b42ccff3816,2020-10-22T17:55:29,,206
